N,U_min,symmetry,r_sum,v3,v4,v5,v6,v7,v8,e,f3,f4,theta,Equivalent polyhedron
2,0.500000000,{\displaystyle D_{\infty h}} D_{{\infty h}},0,–,–,–,–,–,–,1,–,–,180.000°,digon
3,1.732050808,{\displaystyle D_{3h}} D_{{3h}},0,–,–,–,–,–,–,3,1,–,120.000°,triangle
4,3.674234614,{\displaystyle T_{d}} T_{d},0,4,0,0,0,0,0,6,4,0,109.471°,tetrahedron
5,6.474691495,{\displaystyle D_{3h}} D_{{3h}},0,2,3,0,0,0,0,9,6,0,90.000°,triangular dipyramid
6,9.985281374,{\displaystyle O_{h}} {\displaystyle O_{h}},0,0,6,0,0,0,0,12,8,0,90.000°,octahedron
7,14.452977414,{\displaystyle D_{5h}} D_{{5h}},0,0,5,2,0,0,0,15,10,0,72.000°,pentagonal dipyramid
8,19.675287861,{\displaystyle D_{4d}} D_{{4d}},0,0,8,0,0,0,0,16,8,2,71.694°,square antiprism
9,25.759986531,{\displaystyle D_{3h}} D_{{3h}},0,0,3,6,0,0,0,21,14,0,69.190°,triaugmented triangular prism
10,32.716949460,{\displaystyle D_{4d}} D_{{4d}},0,0,2,8,0,0,0,24,16,0,64.996°,gyroelongated square dipyramid
11,40.596450510,{\displaystyle C_{2v}} C_{{2v}},0.013219635,0,2,8,1,0,0,27,18,0,58.540°,edge-contracted icosahedron
12,49.165253058,{\displaystyle I_{h}} I_h,0,0,0,12,0,0,0,30,20,0,63.435°,icosahedron
13,58.853230612,{\displaystyle C_{2v}} C_{{2v}},0.008820367,0,1,10,2,0,0,33,22,0,52.317°
14,69.306363297,{\displaystyle D_{6d}} D_{{6d}},0,0,0,12,2,0,0,36,24,0,52.866°,gyroelongated hexagonal dipyramid
15,80.670244114,{\displaystyle D_{3}} D_{3},0,0,0,12,3,0,0,39,26,0,49.225°
16,92.911655302,{\displaystyle T} T,0,0,0,12,4,0,0,42,28,0,48.936°
17,106.050404829,{\displaystyle D_{5h}} D_{{5h}},0,0,0,12,5,0,0,45,30,0,50.108°
18,120.084467447,{\displaystyle D_{4d}} D_{{4d}},0,0,2,8,8,0,0,48,32,0,47.534°
19,135.089467557,{\displaystyle C_{2v}} C_{{2v}},0.000135163,0,0,14,5,0,0,50,32,1,44.910°
20,150.881568334,{\displaystyle D_{3h}} D_{{3h}},0,0,0,12,8,0,0,54,36,0,46.093°
21,167.641622399,{\displaystyle C_{2v}} C_{{2v}},0.001406124,0,1,10,10,0,0,57,38,0,44.321°
22,185.287536149,{\displaystyle T_{d}} T_{d},0,0,0,12,10,0,0,60,40,0,43.302°
23,203.930190663,{\displaystyle D_{3}} D_{3},0,0,0,12,11,0,0,63,42,0,41.481°
24,223.347074052,{\displaystyle O} O,0,0,0,24,0,0,0,60,32,6,42.065°,snub cube
25,243.812760299,{\displaystyle C_{s}} C_{s},0.001021305,0,0,14,11,0,0,68,44,1,39.610°
26,265.133326317,{\displaystyle C_{2}} C_{2},0.001919065,0,0,12,14,0,0,72,48,0,38.842°
27,287.302615033,{\displaystyle D_{5h}} D_{{5h}},0,0,0,12,15,0,0,75,50,0,39.940°
28,310.491542358,{\displaystyle T} T,0,0,0,12,16,0,0,78,52,0,37.824°
29,334.634439920,{\displaystyle D_{3}} D_{3},0,0,0,12,17,0,0,81,54,0,36.391°
30,359.603945904,{\displaystyle D_{2}} D_{2},0,0,0,12,18,0,0,84,56,0,36.942°
31,385.530838063,{\displaystyle C_{3v}} C_{{3v}},0.003204712,0,0,12,19,0,0,87,58,0,36.373°
32,412.261274651,{\displaystyle I_{h}} I_h,0,0,0,12,20,0,0,90,60,0,37.377°
33,440.204057448,{\displaystyle C_{s}} C_{s},0.004356481,0,0,15,17,1,0,92,60,1,33.700°
34,468.904853281,{\displaystyle D_{2}} D_{2},0,0,0,12,22,0,0,96,64,0,33.273°
35,498.569872491,{\displaystyle C_{2}} C_{2},0.000419208,0,0,12,23,0,0,99,66,0,33.100°
36,529.122408375,{\displaystyle D_{2}} D_{2},0,0,0,12,24,0,0,102,68,0,33.229°
37,560.618887731,{\displaystyle D_{5h}} D_{{5h}},0,0,0,12,25,0,0,105,70,0,32.332°
38,593.038503566,{\displaystyle D_{6d}} D_{{6d}},0,0,0,12,26,0,0,108,72,0,33.236°
39,626.389009017,{\displaystyle D_{3h}} D_{{3h}},0,0,0,12,27,0,0,111,74,0,32.053°
40,660.675278835,{\displaystyle T_{d}} T_{d},0,0,0,12,28,0,0,114,76,0,31.916°
41,695.916744342,{\displaystyle D_{3h}} D_{{3h}},0,0,0,12,29,0,0,117,78,0,31.528°
42,732.078107544,{\displaystyle D_{5h}} D_{{5h}},0,0,0,12,30,0,0,120,80,0,31.245°
43,769.190846459,{\displaystyle C_{2v}} C_{{2v}},0.000399668,0,0,12,31,0,0,123,82,0,30.867°
44,807.174263085,{\displaystyle O_{h}} {\displaystyle O_{h}},0,0,0,24,20,0,0,120,72,6,31.258°
45,846.188401061,{\displaystyle D_{3}} D_{3},0,0,0,12,33,0,0,129,86,0,30.207°
46,886.167113639,{\displaystyle T} T,0,0,0,12,34,0,0,132,88,0,29.790°
47,927.059270680,{\displaystyle C_{s}} C_{s},0.002482914,0,0,14,33,0,0,134,88,1,28.787°
48,968.713455344,{\displaystyle O} O,0,0,0,24,24,0,0,132,80,6,29.690°
49,1011.557182654,{\displaystyle C_{3}} C_{3},0.001529341,0,0,12,37,0,0,141,94,0,28.387°
50,1055.182314726,{\displaystyle D_{6d}} D_{{6d}},0,0,0,12,38,0,0,144,96,0,29.231°
51,1099.819290319,{\displaystyle D_{3}} D_{3},0,0,0,12,39,0,0,147,98,0,28.165°
52,1145.418964319,{\displaystyle C_{3}} C_{3},0.000457327,0,0,12,40,0,0,150,100,0,27.670°
53,1191.922290416,{\displaystyle C_{2v}} C_{{2v}},0.000278469,0,0,18,35,0,0,150,96,3,27.137°
54,1239.361474729,{\displaystyle C_{2}} C_{2},0.000137870,0,0,12,42,0,0,156,104,0,27.030°
55,1287.772720783,{\displaystyle C_{2}} C_{2},0.000391696,0,0,12,43,0,0,159,106,0,26.615°
56,1337.094945276,{\displaystyle D_{2}} D_{2},0,0,0,12,44,0,0,162,108,0,26.683°
57,1387.383229253,{\displaystyle D_{3}} D_{{3}},0,0,0,12,45,0,0,165,110,0,26.702°
58,1438.618250640,{\displaystyle D_{2}} D_{2},0,0,0,12,46,0,0,168,112,0,26.155°
59,1490.773335279,{\displaystyle C_{2}} C_{2},0.000154286,0,0,14,43,2,0,171,114,0,26.170°
60,1543.830400976,{\displaystyle D_{3}} D_{3},0,0,0,12,48,0,0,174,116,0,25.958°
61,1597.941830199,{\displaystyle C_{1}} C_{1},0.001091717,0,0,12,49,0,0,177,118,0,25.392°
62,1652.909409898,{\displaystyle D_{5}} D_{{5}},0,0,0,12,50,0,0,180,120,0,25.880°
63,1708.879681503,{\displaystyle D_{3}} D_{{3}},0,0,0,12,51,0,0,183,122,0,25.257°
64,1765.802577927,{\displaystyle D_{2}} D_{{2}},0,0,0,12,52,0,0,186,124,0,24.920°
65,1823.667960264,{\displaystyle C_{2}} C_{{2}},0.000399515,0,0,12,53,0,0,189,126,0,24.527°
66,1882.441525304,{\displaystyle C_{2}} C_{{2}},0.000776245,0,0,12,54,0,0,192,128,0,24.765°
67,1942.122700406,{\displaystyle D_{5}} D_{{5}},0,0,0,12,55,0,0,195,130,0,24.727°
68,2002.874701749,{\displaystyle D_{2}} D_{{2}},0,0,0,12,56,0,0,198,132,0,24.433°
69,2064.533483235,{\displaystyle D_{3}} D_{{3}},0,0,0,12,57,0,0,201,134,0,24.137°
70,2127.100901551,{\displaystyle D_{2d}} D_{{2d}},0,0,0,12,50,0,0,200,128,4,24.291°
71,2190.649906425,{\displaystyle C_{2}} C_{{2}},0.001256769,0,0,14,55,2,0,207,138,0,23.803°
72,2255.001190975,{\displaystyle I} I,0,0,0,12,60,0,0,210,140,0,24.492°
73,2320.633883745,{\displaystyle C_{2}} C_{{2}},0.001572959,0,0,12,61,0,0,213,142,0,22.810°
74,2387.072981838,{\displaystyle C_{2}} C_{{2}},0.000641539,0,0,12,62,0,0,216,144,0,22.966°
75,2454.369689040,{\displaystyle D_{3}} D_{{3}},0,0,0,12,63,0,0,219,146,0,22.736°
76,2522.674871841,{\displaystyle C_{2}} C_{{2}},0.000943474,0,0,12,64,0,0,222,148,0,22.886°
77,2591.850152354,{\displaystyle D_{5}} D_{{5}},0,0,0,12,65,0,0,225,150,0,23.286°
78,2662.046474566,{\displaystyle T_{h}} T_{{h}},0,0,0,12,66,0,0,228,152,0,23.426°
79,2733.248357479,{\displaystyle C_{s}} C_{{s}},0.000702921,0,0,12,63,1,0,230,152,1,22.636°
